entry_id,hospital_name,hospital_lat,hospital_lng,speciality,general_beds,icu_beds,ventilators,ambulance_type_needed,symptom,severity,traffic_level,waiting_time_min
953,SRV Hospital Goregaon,18.967045604502502,72.81334049170948,Gynecology,96,22,11,ALS,vomiting,moderate,High,113
954,Rajawadi Hospital,19.0158548264736,72.82743880632795,Pediatrics,35,50,9,ICU,chest pain,severe,Moderate,113
955,Rajawadi Hospital,19.150623073056035,72.97311769634025,Cardiology,135,12,13,BLS,chest pain,severe,High,68
956,Shivaji Park Hospital,18.96678410663304,72.87765796593224,Orthopedics,43,47,2,BLS,unconscious,severe,Low,86
957,Lilavati Hospital,19.13164056708592,72.9054736369631,Pediatrics,140,19,20,ALS,high blood pressure,moderate,High,103
958,Cooper Hospital,19.20462513600268,72.86585755863354,Pulmonology,144,9,16,ICU,breathing difficulty,severe,High,119
959,Tata Memorial Hospital,19.037634013508374,72.88681121555642,Cardiology,22,49,18,ALS,dizziness,mild,Low,60
960,Holy Spirit Hospital,19.091431709779147,72.89574659664818,Orthopedics,46,28,16,ICU,breathing difficulty,severe,Low,106
961,Holy Spirit Hospital,19.04757294417977,72.80397328583773,Pulmonology,28,39,19,Cardiac,unconscious,severe,Low,15
962,Bhaktivedanta Hospital,19.242390256383292,72.85674030659902,General Medicine,124,23,20,ICU,headache,mild,High,32
963,Nair Hospital,19.018719206769536,72.81742097634937,Pediatrics,110,29,15,ALS,high blood pressure,moderate,High,54
964,Fortis Hospital Mulund,18.95308317166592,72.83949441443272,General Medicine,12,31,12,Cardiac,high blood pressure,moderate,Low,90
965,Global Hospital Parel,19.161703407339918,72.8082213274205,General Medicine,143,44,5,BLS,chest pain,severe,High,12
966,Nair Hospital,19.2657284069549,72.97328362092328,Neurology,24,23,11,BLS,high blood pressure,moderate,Moderate,34
967,Saifee Hospital,19.154161830052914,72.95791648891625,Orthopedics,79,4,1,Cardiac,headache,mild,Low,92
968,Nanavati Max Hospital,19.22594406068562,72.76206331366956,Neurology,28,33,19,Cardiac,fracture,moderate,Low,93
969,Sushrut Hospital,19.15723043770384,72.79846322961244,Trauma,132,16,15,BLS,high blood pressure,moderate,High,59
970,Dr. LH Hiranandani Hospital,19.218578810586315,72.79519473287645,Burns,62,3,9,Cardiac,fracture,moderate,High,84
971,Bombay Hospital,18.899841905829415,72.79670773129718,Gynecology,41,24,14,ICU,fever,mild,Moderate,81
972,Sushrut Hospital,18.988866603196985,72.91496606090982,Trauma,4,44,1,ICU,bleeding,severe,High,64
973,Hinduja Hospital Mahim,18.991856163016642,72.92502634387077,Trauma,8,10,11,BLS,high blood pressure,moderate,High,108
974,Hinduja Hospital Mahim,19.0400108752451,72.7722553686976,Neurology,46,28,17,ICU,burn injury,moderate,High,32
975,Wockhardt Hospital Mumbai Central,18.907921755324388,72.87819784800469,Gynecology,30,35,15,ALS,high blood pressure,moderate,High,63
976,Shushrusha Hospital,19.06576050043405,72.84359257669404,Pediatrics,129,24,5,BLS,burn injury,moderate,Moderate,41
977,KEM Hospital,19.030023295224126,72.8913280474694,Cardiology,59,32,20,Cardiac,chest pain,severe,High,91
978,Tata Memorial Hospital,19.192376021648016,72.94228742716246,Pulmonology,143,22,14,ALS,fracture,moderate,Low,29
979,Saifee Hospital,19.17819866142652,72.75155693271395,Neurology,89,18,5,BLS,unconscious,severe,High,59
980,Nanavati Max Hospital,18.998017066640003,72.81484754733815,General Medicine,73,5,2,BLS,vomiting,moderate,Low,15
981,Nanavati Max Hospital,19.214900938949576,72.77964360917123,Gynecology,35,23,10,BLS,burn injury,moderate,Moderate,78
982,Wockhardt Hospital Mumbai Central,19.260913490231193,72.7539588023841,Pulmonology,129,19,19,ICU,fracture,moderate,High,67
983,Hiranandani Hospital Powai,18.980376118500956,72.75421795533215,Neurology,94,7,14,BLS,bleeding,severe,Low,91
984,Nair Hospital,18.91114514843193,72.79469393779713,Burns,117,38,19,ALS,unconscious,severe,Low,95
985,Hinduja Hospital Mahim,19.055062530096865,72.94130566910745,Neurology,101,48,5,ICU,unconscious,severe,Moderate,28
986,Saifee Hospital,19.145136427765248,72.76393315419058,Pulmonology,150,39,13,Cardiac,unconscious,severe,High,53
987,Fortis Hospital Mulund,19.140693652184385,72.90846370118267,Burns,38,26,16,BLS,vomiting,moderate,High,107
988,Shushrusha Hospital,19.141804132165742,72.94938164045458,Burns,85,7,5,ALS,dizziness,mild,High,35
989,Nanavati Max Hospital,19.24248857224873,72.87874320392207,Burns,70,43,3,ALS,breathing difficulty,severe,High,45
990,Fortis Hospital Mulund,19.233575757044274,72.84211816816357,Orthopedics,149,45,20,Cardiac,dizziness,mild,High,21
991,Lilavati Hospital,18.986566278715486,72.87087859409716,General Medicine,116,40,15,Cardiac,burn injury,moderate,Low,15
992,Lilavati Hospital,19.23320412391896,72.83959623539913,Burns,97,23,3,Cardiac,burn injury,moderate,High,26
993,Global Hospital Parel,19.02852093886512,72.98872671803792,Gynecology,81,45,20,ALS,bleeding,severe,High,37
994,Rajawadi Hospital,19.227837360529463,72.8889520595375,Trauma,34,37,13,BLS,unconscious,severe,High,100
995,Saifee Hospital,19.12470095710012,72.96376963820421,Gynecology,19,4,8,ALS,bleeding,severe,High,101
996,Sion Hospital,19.059613543608542,72.95861618800654,Gynecology,79,16,0,ICU,fracture,moderate,Low,67
997,Hinduja Hospital Mahim,19.129466394714665,72.89586571037422,Neurology,134,32,13,ICU,vomiting,moderate,High,28
998,Holy Spirit Hospital,19.19340878288787,72.76942422827797,Pediatrics,59,41,6,ICU,vomiting,moderate,High,73
999,SevenHills Hospital,19.023261744940765,72.90502280926681,Cardiology,122,0,5,ALS,chest pain,severe,Low,77
1000,Cooper Hospital,19.251894914787762,72.87142614498568,Orthopedics,140,18,20,ALS,breathing difficulty,severe,Low,114
1001,Kokilaben Dhirubhai Ambani Hospital,19.022881932310028,72.93240779311112,Burns,8,24,6,ALS,headache,mild,Moderate,119
1002,Fortis Hospital Mulund,19.278560377801877,72.88507286830541,Gynecology,103,4,13,Cardiac,bleeding,severe,Low,90
1003,Tata Memorial Hospital,19.22888554925924,72.80577914495213,Cardiology,4,18,20,Cardiac,high blood pressure,moderate,High,99
1004,Jaslok Hospital,19.053777581910477,72.8286155802671,Trauma,16,18,17,Cardiac,fever,mild,Moderate,79
1005,Global Hospital Parel,19.10177613062149,72.91440495211755,Neurology,19,50,13,BLS,vomiting,moderate,Low,120
1006,Shushrusha Hospital,19.12569039255304,72.94784877349015,Pediatrics,118,2,19,BLS,vomiting,moderate,Low,37
1007,Kokilaben Dhirubhai Ambani Hospital,18.996044029101295,72.8124597793245,Burns,8,24,19,ALS,bleeding,severe,Moderate,58
1008,KEM Hospital,18.942067663641996,72.8511885981881,Neurology,32,32,5,Cardiac,fever,mild,Low,57
1009,Rajawadi Hospital,19.03553737260703,72.75496648047506,General Medicine,42,14,15,BLS,dizziness,mild,Low,108
1010,Holy Spirit Hospital,19.288657176473095,72.79818615934602,Cardiology,78,28,2,ALS,headache,mild,High,114
1011,Breach Candy Hospital,19.08940304001197,72.95406161623184,Gynecology,12,25,0,BLS,breathing difficulty,severe,Moderate,71
1012,Tata Memorial Hospital,18.959748990263265,72.85971625889867,Pediatrics,0,8,9,ICU,fever,mild,Low,25
1013,Terna Hospital,19.0328800611049,72.85195430073892,Cardiology,81,26,14,BLS,unconscious,severe,Moderate,97
1014,Nanavati Max Hospital,19.26390406894466,72.90906035069648,Orthopedics,72,48,6,ICU,high blood pressure,moderate,Low,32
1015,Saifee Hospital,19.04418047912935,72.91634507629936,Cardiology,133,26,5,BLS,chest pain,severe,High,10
1016,Kokilaben Dhirubhai Ambani Hospital,19.247141178802412,72.91595962307512,Burns,67,37,11,ALS,unconscious,severe,Low,51
1017,SL Raheja Hospital,19.18184886068341,72.97779208816057,Cardiology,91,38,20,BLS,fracture,moderate,High,34
1018,Dr. LH Hiranandani Hospital,18.996633706948494,72.88902080932453,Neurology,111,6,16,ALS,chest pain,severe,Moderate,98
1019,KEM Hospital,19.124757687724216,72.8339039799924,Gynecology,37,21,11,ICU,bleeding,severe,High,22
1020,Shushrusha Hospital,19.161195793013164,72.89503541607029,Burns,131,12,16,Cardiac,unconscious,severe,High,12
1021,Bhaktivedanta Hospital,19.285015904929217,72.89232193414021,Burns,28,23,8,BLS,breathing difficulty,severe,Low,33
1022,Dr. LH Hiranandani Hospital,19.185317212404186,72.83756634682868,General Medicine,148,44,10,BLS,burn injury,moderate,Moderate,15
1023,Reliance Hospital,19.181373479635,72.80068369125584,Orthopedics,77,1,3,Cardiac,headache,mild,Low,76
1024,Bombay Hospital,19.215491733388514,72.8446104277536,Trauma,8,14,11,ICU,high blood pressure,moderate,High,77
1025,Holy Spirit Hospital,19.193213646823168,72.93343292635956,Trauma,103,8,12,Cardiac,fracture,moderate,Low,50
1026,Hiranandani Hospital Powai,18.996404991382853,72.81037559138446,Cardiology,74,29,4,ICU,fracture,moderate,Moderate,13
1027,Breach Candy Hospital,19.095606609619573,72.79586157216616,Pulmonology,119,7,1,Cardiac,unconscious,severe,High,19
1028,Nair Hospital,19.21066774178348,72.98981718084065,Trauma,150,45,10,ICU,unconscious,severe,Low,93
1029,Reliance Hospital,18.96790358540849,72.93354408187548,Orthopedics,4,11,2,ALS,bleeding,severe,Low,116
1030,Fortis Hospital Mulund,19.153128506857023,72.83437606810918,Trauma,123,2,5,BLS,fever,mild,High,26
1031,Global Hospital Parel,18.95117121683092,72.76593470033335,Burns,136,30,12,ALS,burn injury,moderate,High,57
1032,Breach Candy Hospital,18.90586387901983,72.83766880767425,Pediatrics,64,15,17,BLS,high blood pressure,moderate,High,48
1033,Terna Hospital,19.04582205781151,72.89509321015781,Trauma,64,14,17,Cardiac,headache,mild,Moderate,11
1034,Lilavati Hospital,19.248390169409962,72.79435047850114,Orthopedics,57,12,4,ICU,high blood pressure,moderate,Moderate,51
1035,Rajawadi Hospital,19.083970999564038,72.83165057722977,Trauma,64,9,20,Cardiac,burn injury,moderate,High,34
1036,Hiranandani Hospital Powai,19.095210847131053,72.90485135211256,General Medicine,72,12,0,Cardiac,fracture,moderate,High,62
1037,Sion Hospital,18.894549387612397,72.93077328469961,Cardiology,140,28,4,ALS,vomiting,moderate,High,30
1038,Bhaktivedanta Hospital,19.253540925458353,72.89909016444356,Gynecology,8,41,11,BLS,fever,mild,High,91
1039,Saifee Hospital,18.909485113244052,72.8070007764305,Gynecology,61,46,17,ALS,breathing difficulty,severe,Low,47
1040,Shushrusha Hospital,18.97615102628579,72.92332058359189,Cardiology,113,36,8,Cardiac,vomiting,moderate,Low,19
1041,Fortis Hospital Mulund,19.146255824232373,72.8364982062839,Pediatrics,35,39,12,ALS,headache,mild,Moderate,41
1042,Tata Memorial Hospital,19.017709584421564,72.98255622834486,Trauma,56,9,8,ICU,chest pain,severe,Low,93
1043,SevenHills Hospital,18.954115937353222,72.76388379483328,Trauma,148,23,18,ALS,burn injury,moderate,Moderate,51
1044,Terna Hospital,19.24923933626233,72.86740914645887,Orthopedics,96,48,13,Cardiac,dizziness,mild,High,83
1045,CritiCare Hospital,19.233006968897413,72.98811004420256,Orthopedics,107,41,15,ALS,burn injury,moderate,Low,44
1046,CritiCare Hospital,19.03711372791531,72.85990349519824,Trauma,127,35,10,Cardiac,fever,mild,Moderate,27
1047,Kokilaben Dhirubhai Ambani Hospital,18.89817528353384,72.93237708805472,Burns,40,48,3,ALS,bleeding,severe,Moderate,84
1048,Sion Hospital,19.059791893156238,72.88235275190449,Orthopedics,71,43,12,BLS,unconscious,severe,Low,115
1049,SevenHills Hospital,19.22594417142321,72.935958850245,Pediatrics,122,2,12,BLS,fracture,moderate,Low,46
1050,Bombay Hospital,19.024576870959002,72.76687638208007,Neurology,74,12,9,ICU,fracture,moderate,High,74
1051,Wockhardt Hospital Mumbai Central,19.09653286331091,72.82509423458916,Pulmonology,0,24,20,ALS,bleeding,severe,Moderate,27
1052,Bhaktivedanta Hospital,19.18041417884888,72.95288621396278,Pediatrics,67,22,10,ICU,breathing difficulty,severe,Low,104
1053,Cooper Hospital,19.296070220350376,72.76119694031449,Gynecology,89,19,13,ALS,bleeding,severe,High,68
1054,Dr. LH Hiranandani Hospital,18.893374652217975,72.76378225912855,Trauma,27,11,8,Cardiac,fracture,moderate,Moderate,91
1055,Saifee Hospital,19.0975459102346,72.86706289796967,Burns,103,15,16,Cardiac,chest pain,severe,Low,39
1056,Global Hospital Parel,18.957043425065503,72.94989399386446,Pulmonology,46,23,11,ICU,high blood pressure,moderate,Low,81
1057,Nair Hospital,19.2606744005257,72.87576285140734,General Medicine,137,36,3,Cardiac,breathing difficulty,severe,Moderate,76
1058,Nanavati Max Hospital,19.1698532075017,72.95201035572501,Burns,2,30,4,Cardiac,vomiting,moderate,High,53
1059,KEM Hospital,19.272586934183547,72.95428727013046,Gynecology,150,6,7,Cardiac,bleeding,severe,Low,36
1060,Holy Spirit Hospital,19.155781877091556,72.8903798877816,Trauma,74,5,3,Cardiac,unconscious,severe,Low,93
1061,SL Raheja Hospital,19.264321822538015,72.79650950096574,Neurology,143,3,17,Cardiac,dizziness,mild,High,94
1062,SL Raheja Hospital,18.896598353087224,72.76828531304028,Cardiology,60,39,13,ICU,chest pain,severe,Moderate,28
1063,Rajawadi Hospital,18.987937773058373,72.81060427010813,Neurology,4,0,3,BLS,fever,mild,Moderate,15
1064,Hiranandani Hospital Powai,19.284869560257334,72.8229285425305,Pediatrics,95,5,10,ICU,bleeding,severe,High,17
1065,Nanavati Max Hospital,19.29371724492426,72.95289715680626,Orthopedics,99,20,12,BLS,high blood pressure,moderate,High,45
1066,Bombay Hospital,19.135386633422456,72.83253380420065,Pulmonology,21,38,19,Cardiac,high blood pressure,moderate,High,5
1067,Nanavati Max Hospital,19.060359007654444,72.95119417370744,Pediatrics,5,17,2,BLS,headache,mild,Low,80
1068,Cooper Hospital,19.056246434182135,72.97726454113715,Gynecology,34,43,19,ICU,high blood pressure,moderate,Low,105
1069,Holy Spirit Hospital,19.213989107776932,72.87600017333197,Trauma,85,29,12,ICU,fever,mild,Low,52
1070,Breach Candy Hospital,18.998463231394425,72.80156773105911,Trauma,119,34,3,ALS,headache,mild,High,78
1071,Nanavati Max Hospital,19.147206001874,72.85906097867073,Burns,70,12,20,ALS,vomiting,moderate,High,24
1072,Breach Candy Hospital,19.023048616468962,72.75972816283839,Orthopedics,134,7,12,BLS,fracture,moderate,Low,64
1073,Rajawadi Hospital,19.165548261546938,72.81523872366901,Orthopedics,75,24,2,ALS,burn injury,moderate,Moderate,118
1074,Rajawadi Hospital,19.182964021715392,72.96335304739429,Cardiology,8,20,11,ALS,bleeding,severe,High,90
1075,SRV Hospital Goregaon,19.289673834624686,72.79016728305427,Cardiology,75,23,13,ICU,chest pain,severe,Low,60
1076,Sion Hospital,18.90113700719776,72.80080895289457,Pediatrics,137,6,20,Cardiac,breathing difficulty,severe,Moderate,88
1077,Sushrut Hospital,18.899489481772203,72.89682968484627,Gynecology,106,40,14,ALS,bleeding,severe,Moderate,68
1078,SL Raheja Hospital,19.073521961621392,72.87106372011039,Gynecology,35,13,5,ICU,chest pain,severe,Low,10
1079,Holy Spirit Hospital,19.27270479146671,72.89418922908165,Orthopedics,119,7,3,BLS,headache,mild,Low,24
1080,Kokilaben Dhirubhai Ambani Hospital,19.153512343873015,72.7596826181221,Pulmonology,72,2,19,BLS,breathing difficulty,severe,High,11
1081,Nair Hospital,19.234484625100958,72.80193498385147,General Medicine,99,43,12,Cardiac,fracture,moderate,Low,68
1082,Lilavati Hospital,19.019328955381223,72.84837860066784,Trauma,46,39,19,BLS,fracture,moderate,Low,46
1083,Hiranandani Hospital Powai,19.07314184599692,72.89037429428065,Pulmonology,52,7,13,ICU,dizziness,mild,Low,47
1084,CritiCare Hospital,19.115760490142605,72.93005391320135,Cardiology,29,44,18,ICU,dizziness,mild,Low,73
1085,Cooper Hospital,19.02672245762683,72.81344609017913,General Medicine,108,47,9,BLS,burn injury,moderate,Low,23
1086,Saifee Hospital,19.252707440744977,72.96195919987001,Pediatrics,0,15,18,ALS,breathing difficulty,severe,High,82
1087,Sion Hospital,19.005908620512816,72.76658001865452,Burns,50,30,4,Cardiac,headache,mild,Moderate,77
1088,CritiCare Hospital,18.95962587989535,72.82340304421099,Neurology,74,29,15,BLS,high blood pressure,moderate,Low,101
1089,Fortis Hospital Mulund,18.955037362742342,72.87761607859677,Burns,120,31,9,ICU,chest pain,severe,Moderate,93
1090,Hinduja Hospital Mahim,19.00619558377194,72.76419235948933,Cardiology,119,35,2,Cardiac,dizziness,mild,Low,108
1091,Saifee Hospital,19.279180237638975,72.95426856169836,Neurology,48,44,14,ALS,fracture,moderate,High,75
1092,Global Hospital Parel,19.0478392524352,72.97052757829758,Burns,104,3,13,Cardiac,bleeding,severe,Moderate,118
1093,Fortis Hospital Mulund,19.075071915689502,72.85147214250449,Pulmonology,0,43,19,ALS,fever,mild,Low,23
1094,Dr. LH Hiranandani Hospital,19.241219814391478,72.81018375319977,Gynecology,29,1,18,ICU,vomiting,moderate,High,94
1095,SRV Hospital Goregaon,19.059816760702034,72.8227715472486,Trauma,64,37,5,Cardiac,unconscious,severe,High,16
1096,Reliance Hospital,19.205260000567066,72.94265794359933,Trauma,28,5,2,ALS,chest pain,severe,Moderate,47
1097,CritiCare Hospital,19.02797914683584,72.90067901270818,Orthopedics,140,50,15,ALS,breathing difficulty,severe,Moderate,21
1098,Sion Hospital,19.134014988686044,72.75845641135305,Neurology,8,44,20,BLS,chest pain,severe,Low,75
1099,Breach Candy Hospital,19.15722245194378,72.75680694442872,Trauma,49,3,12,Cardiac,high blood pressure,moderate,Moderate,75
1100,Kokilaben Dhirubhai Ambani Hospital,18.93288694833561,72.82980670523744,Cardiology,91,5,10,ALS,dizziness,mild,Moderate,48
1101,Holy Spirit Hospital,19.168877513688553,72.81949585364316,Trauma,39,1,2,ICU,bleeding,severe,Low,113
1102,Dr. LH Hiranandani Hospital,19.16241157572416,72.893900339797,General Medicine,74,34,1,ICU,bleeding,severe,Low,57
1103,SevenHills Hospital,19.256014487670114,72.7720782154547,Pediatrics,57,18,8,Cardiac,fracture,moderate,High,97
1104,SRV Hospital Goregaon,19.230197292947704,72.8395466370466,Pediatrics,24,28,1,Cardiac,bleeding,severe,High,96
1105,Lilavati Hospital,18.990219897350087,72.94353428531755,Pediatrics,33,41,3,ICU,bleeding,severe,Low,11
1106,Hinduja Hospital Mahim,19.230200997239244,72.9041106575812,Pulmonology,107,25,6,Cardiac,vomiting,moderate,Low,88
1107,SevenHills Hospital,18.90961063565168,72.83111451726265,Pediatrics,136,19,13,BLS,dizziness,mild,High,100
1108,Dr. LH Hiranandani Hospital,18.88664669991546,72.83636698069533,Orthopedics,128,17,19,ALS,bleeding,severe,High,67
1109,Bombay Hospital,18.956041598613044,72.8787300402933,Trauma,57,3,6,Cardiac,high blood pressure,moderate,Moderate,20
1110,Tata Memorial Hospital,19.23669310397104,72.86837138908095,Pulmonology,112,30,7,ICU,fracture,moderate,High,20
1111,SL Raheja Hospital,19.072560876238494,72.98623900753695,Gynecology,109,4,20,Cardiac,burn injury,moderate,Moderate,68
1112,SevenHills Hospital,19.062940965223483,72.78393444532378,Pediatrics,73,21,12,Cardiac,fracture,moderate,Moderate,40
1113,Sion Hospital,19.21949489040928,72.97427724521313,Cardiology,133,48,17,ICU,headache,mild,High,102
1114,Nanavati Max Hospital,19.106907325631706,72.84653918315355,Trauma,12,43,1,ALS,high blood pressure,moderate,High,111
1115,Sushrut Hospital,19.062807924050094,72.98596676179983,Trauma,113,45,4,Cardiac,fracture,moderate,Moderate,50
1116,Wockhardt Hospital Mumbai Central,19.056090667988492,72.80225500388516,Cardiology,96,23,13,BLS,dizziness,mild,Moderate,48
1117,Bhaktivedanta Hospital,19.109929744585056,72.8528755684763,Neurology,68,37,11,ICU,fracture,moderate,Low,60
1118,Shushrusha Hospital,19.288137096634237,72.7551706549311,Burns,54,8,18,Cardiac,chest pain,severe,Moderate,100
1119,Lilavati Hospital,19.174504825389363,72.88058813861572,Neurology,89,14,19,ICU,unconscious,severe,High,80
1120,Shushrusha Hospital,18.989614969505524,72.79783784566222,General Medicine,44,4,4,Cardiac,bleeding,severe,Moderate,67
1121,Lilavati Hospital,19.275390322113175,72.84535312378436,Orthopedics,116,11,8,Cardiac,unconscious,severe,Low,38
1122,Breach Candy Hospital,19.02213161207488,72.96973040041324,Pulmonology,21,24,17,ICU,high blood pressure,moderate,High,20
1123,Breach Candy Hospital,19.188777148237307,72.8539539197203,Pediatrics,114,13,20,Cardiac,breathing difficulty,severe,High,92
1124,Rajawadi Hospital,19.096232627912265,72.83344136172065,Trauma,16,6,10,ALS,bleeding,severe,Moderate,11
1125,Terna Hospital,19.033168472714262,72.76820307741967,Pulmonology,121,21,6,BLS,burn injury,moderate,Low,103
1126,Dr. LH Hiranandani Hospital,19.251140853677654,72.79579863413613,Trauma,91,0,18,ICU,unconscious,severe,Moderate,110
1127,Nair Hospital,19.201312571449485,72.88833141088182,Pulmonology,6,44,12,ALS,breathing difficulty,severe,Low,36
1128,Jaslok Hospital,19.234777922592098,72.80661436857723,Pediatrics,71,44,17,BLS,chest pain,severe,Moderate,27
1129,Global Hospital Parel,19.14046412587456,72.8172790518503,Pediatrics,30,47,11,BLS,vomiting,moderate,High,10
1130,Wockhardt Hospital Mumbai Central,19.019837805087494,72.81364796797372,Pediatrics,57,4,19,BLS,breathing difficulty,severe,Moderate,104
1131,Shushrusha Hospital,19.09746770852754,72.95429344085416,Trauma,108,42,5,BLS,unconscious,severe,High,77
1132,CritiCare Hospital,19.130195591965585,72.93980949424844,Pediatrics,21,9,9,BLS,high blood pressure,moderate,Moderate,46
1133,CritiCare Hospital,18.89036368677628,72.80384343936194,Pediatrics,75,17,5,Cardiac,dizziness,mild,Moderate,18
1134,Reliance Hospital,18.986112722534106,72.85695522335715,Pulmonology,120,29,12,Cardiac,bleeding,severe,Low,55
1135,Holy Spirit Hospital,19.216043209032396,72.83705773764925,Burns,17,8,6,ICU,bleeding,severe,High,31
1136,Bhaktivedanta Hospital,19.159830659352757,72.9277847372975,Gynecology,34,22,1,ICU,fever,mild,High,53
1137,Tata Memorial Hospital,19.11760653659908,72.9743634106586,Burns,35,16,8,ALS,breathing difficulty,severe,Moderate,22
1138,Sushrut Hospital,19.098638971302584,72.7871459773201,Cardiology,78,9,3,BLS,fracture,moderate,Moderate,40
1139,Saifee Hospital,18.978141020273586,72.83164240953512,Neurology,144,9,16,ALS,fever,mild,High,66
1140,Global Hospital Parel,19.283984256723834,72.91489439046761,Pulmonology,52,20,0,BLS,fever,mild,Low,87
1141,Hinduja Hospital Mahim,19.009696238043507,72.96760270592117,Pediatrics,46,3,20,Cardiac,bleeding,severe,Moderate,106
1142,Hinduja Hospital Mahim,19.076052548671388,72.86359695893607,General Medicine,139,20,13,Cardiac,breathing difficulty,severe,Low,89
1143,Cooper Hospital,19.06209632710297,72.77101160963015,Orthopedics,75,13,19,ICU,high blood pressure,moderate,Low,22
1144,SRV Hospital Goregaon,19.04418374535113,72.75478176828364,Trauma,111,46,0,ALS,breathing difficulty,severe,High,118
1145,CritiCare Hospital,19.123804280800496,72.79379699783256,Gynecology,117,14,9,Cardiac,fracture,moderate,High,101
1146,Lilavati Hospital,19.092800552062723,72.91955056351478,General Medicine,88,48,14,BLS,breathing difficulty,severe,Low,49
1147,Bhaktivedanta Hospital,19.157241502319195,72.77779961370562,Trauma,80,30,3,ICU,headache,mild,Moderate,99
1148,Shivaji Park Hospital,19.0850865806264,72.83830921002831,Pulmonology,98,36,1,ALS,chest pain,severe,Low,92
1149,SRV Hospital Goregaon,19.029412010138643,72.89836320663827,General Medicine,106,8,1,BLS,dizziness,mild,Moderate,81
1150,Shushrusha Hospital,18.942406738490057,72.84742067814092,Cardiology,73,7,1,ICU,high blood pressure,moderate,High,96
1151,KEM Hospital,19.239236391789536,72.81447530302958,Cardiology,55,1,14,BLS,fracture,moderate,High,94
1152,Sion Hospital,19.057226478687156,72.93053506905692,General Medicine,75,19,6,Cardiac,high blood pressure,moderate,Low,71
1153,Reliance Hospital,18.882061354792175,72.77164589344086,Gynecology,80,22,0,ICU,unconscious,severe,Low,11
1154,Wockhardt Hospital Mumbai Central,18.990675586136923,72.98508565565588,Gynecology,5,20,0,ALS,burn injury,moderate,High,37
1155,Dr. LH Hiranandani Hospital,19.273456307040004,72.93633847257283,Gynecology,129,38,8,ALS,headache,mild,Moderate,69
1156,Terna Hospital,19.130180780486075,72.79882699077562,Pediatrics,121,31,8,ICU,breathing difficulty,severe,High,28
1157,Tata Memorial Hospital,19.061596014063248,72.98821729785428,Cardiology,1,14,9,ICU,chest pain,severe,Moderate,96
1158,SRV Hospital Goregaon,19.011429587136618,72.78833455974083,Trauma,68,35,6,BLS,fracture,moderate,Low,111
1159,KEM Hospital,19.18232538616599,72.87159670154594,Orthopedics,40,24,3,Cardiac,headache,mild,Low,58
1160,Nanavati Max Hospital,19.252819167259723,72.81915397456295,Burns,82,8,16,ICU,burn injury,moderate,Moderate,97
1161,Shushrusha Hospital,19.076414254242103,72.7577575193951,Pulmonology,136,36,12,Cardiac,vomiting,moderate,High,36
1162,Terna Hospital,19.238999419897905,72.75454214948972,General Medicine,83,30,20,ALS,fever,mild,Moderate,29
1163,SevenHills Hospital,19.294135582531222,72.9518732721542,Gynecology,113,2,16,ICU,fever,mild,High,115
1164,Bhaktivedanta Hospital,19.011474666507393,72.84542860151811,Neurology,67,36,20,Cardiac,breathing difficulty,severe,High,56
1165,Lilavati Hospital,18.98214002799918,72.78914889224623,Pulmonology,39,41,5,ICU,breathing difficulty,severe,High,54
1166,Jaslok Hospital,19.085289448412695,72.78164809596767,Cardiology,96,44,7,ICU,fracture,moderate,Low,8
1167,Sion Hospital,19.239874488716,72.76000446092307,Trauma,104,3,16,Cardiac,dizziness,mild,High,10
1168,Jaslok Hospital,19.25562078896061,72.81154072746125,Gynecology,56,42,2,ICU,vomiting,moderate,High,65
1169,Holy Spirit Hospital,19.107729195734425,72.88575958797449,Trauma,13,12,5,Cardiac,high blood pressure,moderate,Moderate,32
1170,Hinduja Hospital Mahim,19.139924796403495,72.79589189718968,Trauma,73,11,19,Cardiac,high blood pressure,moderate,High,80
1171,Fortis Hospital Mulund,19.167459540201556,72.78491846551093,General Medicine,116,43,17,BLS,vomiting,moderate,High,80
1172,Rajawadi Hospital,19.194179202503957,72.7992670990679,Cardiology,33,0,1,ICU,headache,mild,Low,52
1173,Saifee Hospital,19.099373123833885,72.83345166245547,Pediatrics,55,8,16,BLS,dizziness,mild,Moderate,45
1174,SRV Hospital Goregaon,19.03096428466187,72.87999069827592,Gynecology,105,34,20,BLS,burn injury,moderate,High,109
1175,Holy Spirit Hospital,18.99347012219788,72.79984934340584,Pediatrics,17,3,14,Cardiac,bleeding,severe,Moderate,45
1176,Sion Hospital,19.20256367070992,72.81822217044568,General Medicine,148,31,17,Cardiac,unconscious,severe,Low,61
1177,Sushrut Hospital,19.011308319052457,72.80852968987804,Gynecology,107,35,17,Cardiac,burn injury,moderate,High,32
1178,SRV Hospital Goregaon,19.17287624630978,72.76601928294623,Gynecology,8,47,4,ALS,dizziness,mild,Moderate,92
1179,Rajawadi Hospital,19.077154541316833,72.87567419452867,Gynecology,87,25,14,BLS,high blood pressure,moderate,Moderate,50
1180,Kokilaben Dhirubhai Ambani Hospital,19.09272360480977,72.83659360390865,Cardiology,15,45,11,ICU,headache,mild,Low,55
1181,Nanavati Max Hospital,19.28418322467295,72.82461468251441,Orthopedics,0,42,6,Cardiac,burn injury,moderate,Low,103
1182,Terna Hospital,19.279353918597156,72.95996455433159,Orthopedics,145,46,18,ALS,breathing difficulty,severe,Low,14
